Ticker,Name of Securities,Category,Sub-Category,Board Lot,Par Value,ISIN
16479,VT-HSI @EC2011A,Derivative Warrants,,"10,000",,CH0553391415
16480,VT-HSI @EP2101A,Derivative Warrants,,"10,000",,CH0553391407
16481,VTGEELY@EC2102A,Derivative Warrants,,"10,000",,CH0553391456
16485,VTGEELY@EP2102A,Derivative Warrants,,"10,000",,CH0553391472
16486,VTTENCT@EC2102B,Derivative Warrants,,"10,000",,CH0553391480
16487,VTCLIFE@EC2101C,Derivative Warrants,,"10,000",,CH0553391514
16488,VTCITSE@EC2102A,Derivative Warrants,,"5,000",,CH0553391464
16491,VTCSA50@EC2103A,Derivative Warrants,,"1,000",,CH0553391522
16493,VTCSA50@EP2102A,Derivative Warrants,,"1,000",,CH0553391506
16497,VTALIBA@EC2102A,Derivative Warrants,,"5,000",,CH0553391530
16498,VT-HKEX@EP2102A,Derivative Warrants,,"10,000",,CH0553391498
16500,MB-COVS@EP2101A,Derivative Warrants,,"2,500",,
16501,JPCITSE@EC2101B,Derivative Warrants,,"5,000",,NL0015030792
16502,JPGEELY@EP2102A,Derivative Warrants,,"10,000",,NL0015030800
16503,JPCLIFE@EP2104A,Derivative Warrants,,"10,000",,NL0015030826
16505,JPPINAN@EP2107A,Derivative Warrants,,"25,000",,NL0015030834
16506,JPGEELY@EC2101B,Derivative Warrants,,"10,000",,NL0015030859
16509,JP-HKEX@EC2106B,Derivative Warrants,,"10,000",,NL0015030842
16511,JP-CGS @EC2103A,Derivative Warrants,,"2,500",,NL0015030818
16513,HS-HSI @EC2011C,Derivative Warrants,,"10,000",,HK0000629102
16515,JP-NTES@EP2101A,Derivative Warrants,,"5,000",,NL0015030891
16516,JP-CICC@EC2101A,Derivative Warrants,,"2,000",,NL0015030933
16517,JP-HTSE@EC2012B,Derivative Warrants,,"2,000",,NL0015030941
16518,JPALIBA@EP2012B,Derivative Warrants,,"10,000",,NL0015030925
16519,JPALIBA@EC2012C,Derivative Warrants,,"5,000",,NL0015031188
16521,JPALIBA@EC2102A,Derivative Warrants,,"5,000",,NL0015030909
16523,JP-NTES@EC2102A,Derivative Warrants,,"5,000",,NL0015030883
16524,JP-NTES@EC2012A,Derivative Warrants,,"5,000",,NL0015030875
16525,JP-NTES@EC2012B,Derivative Warrants,,"5,000",,NL0015030867
16529,JP-NTES@EP2103A,Derivative Warrants,,"5,000",,NL0015030958
16530,SGBOCHK@EC2101A,Derivative Warrants,,"2,500",,
16531,SG-CKH @EC2101A,Derivative Warrants,,"5,000",,
16532,SGCLIFE@EC2012C,Derivative Warrants,,"10,000",,
16533,SGGEELY@EC2101B,Derivative Warrants,,"10,000",,
16539,SG-HKEX@EC2101B,Derivative Warrants,,"10,000",,
16541,SGMTUAN@EP2012E,Derivative Warrants,,"10,000",,
16544,SGPINAN@EC2012E,Derivative Warrants,,"5,000",,
16545,SGTENCT@EC2102B,Derivative Warrants,,"10,000",,
16546,JPPICCG@EC2102A,Derivative Warrants,,"1,000",,NL0015030974
16549,JPXIAMI@EC2101B,Derivative Warrants,,"1,000",,NL0015031006
16552,JPXIAMI@EP2103A,Derivative Warrants,,"2,000",,NL0015031014
16554,JPPINAN@EC2101A,Derivative Warrants,,"5,000",,NL0015031022
16555,JPALUCO@EC2102A,Derivative Warrants,,"2,000",,NL0015031048
16560,JPPINAN@EC2010D,Derivative Warrants,,"5,000",,NL0015031030
16568,HT-AAC @EC2107A,Derivative Warrants,,"50,000",,HK0000466927
16569,JP-PSBC@EC2102A,Derivative Warrants,,"1,000",,NL0015030990
16570,JP-ICBC@EC2103A,Derivative Warrants,,"1,000",,NL0015030982
16577,JP-HSI @EC2106A,Derivative Warrants,,"10,000",,NL0015030966
16580,HTALIBA@EC2102A,Derivative Warrants,,"5,000",,HK0000629110
16582,HTPINAN@EC2101A,Derivative Warrants,,"5,000",,HK0000629128
16587,HTEVERG@EC2101B,Derivative Warrants,,"10,000",,HK0000629136
16588,HTALIBA@EP2012A,Derivative Warrants,,"10,000",,HK0000629144
16589,CTXIAMI@EC2102A,Derivative Warrants,,"2,000",,DE000KA9SK35
16590,CT-HKEX@EC2012D,Derivative Warrants,,"10,000",,DE000KA9SK43
16591,CTSUNAC@EC2012A,Derivative Warrants,,"10,000",,DE000KA9SK50
16592,CTGEELY@EC2101B,Derivative Warrants,,"10,000",,DE000KA9SK68
16593,CTXIAMI@EC2012C,Derivative Warrants,,"2,000",,DE000KA9SK76
16596,GS-HSI @EC2011A,Derivative Warrants,,"10,000",,
16597,GSPINAN@EC2010C,Derivative Warrants,,"5,000",,
16603,GSCLIFE@EC2011A,Derivative Warrants,,"5,000",,
16606,GSPINAN@EP2103A,Derivative Warrants,,"25,000",,
16607,GSXIAMI@EC2012D,Derivative Warrants,,"2,000",,
16610,JPCSA50@EP2101A,Derivative Warrants,,"1,000",,NL0015031055
16618,JPFTA50@EP2101A,Derivative Warrants,,500,,NL0015031063
16620,JPMTUAN@EC2102D,Derivative Warrants,,"10,000",,NL0015031071
16621,JPCMOLY@EC2101A,Derivative Warrants,,"3,000",,NL0015031089
16623,JPHDLIH@EC2101A,Derivative Warrants,,"1,000",,NL0015031097
16626,JP-HTSC@EC2101A,Derivative Warrants,,"1,000",,NL0015031105
16629,JP-BYD @EC2107A,Derivative Warrants,,"25,000",,NL0015031139
16630,JP-CKA @EC2012A,Derivative Warrants,,"5,000",,NL0015031121
16631,JPJIANC@EC2012B,Derivative Warrants,,"5,000",,NL0015031113
16632,JP-CPIC@EC2101B,Derivative Warrants,,"2,000",,NL0015031147
16642,CS-CLIT@EC2102A,Derivative Warrants,,"10,000",,CH0553328987
16646,HT-CUNI@EC2012A,Derivative Warrants,,"20,000",,HK0000467388
16648,CS-SMIC@EC2107A,Derivative Warrants,,"2,500",,CH0553328995
16649,HTCSA50@EC2011A,Derivative Warrants,,"2,000",,HK0000467404
16650,CSASMPT@EC2103A,Derivative Warrants,,"5,000",,CH0553329001
16652,CS-BRIC@EC2101A,Derivative Warrants,,"10,000",,CH0553329019
16654,CSGEELY@EC2101B,Derivative Warrants,,"10,000",,CH0553329027
16655,CS-BYD @EC2104B,Derivative Warrants,,"25,000",,CH0553329035
16657,CS-AAC @EC2104A,Derivative Warrants,,"25,000",,CH0553329043
16659,CSPINAN@EC2012D,Derivative Warrants,,"5,000",,CH0553329050
16660,CSCLIFE@EC2101B,Derivative Warrants,,"10,000",,CH0553329068
16668,CSCSA50@EC2102A,Derivative Warrants,,"1,000",,CH0553329092
16671,CSFTA50@EC2102B,Derivative Warrants,,500,,CH0553329100
16674,CSALIBA@EC2101A,Derivative Warrants,,"5,000",,CH0553329126
16675,CSXIAMI@EC2101A,Derivative Warrants,,"2,000",,CH0553329142
16682,CSXIAMI@EC2103A,Derivative Warrants,,"2,000",,CH0553329159
16683,CSALIBA@EC2102B,Derivative Warrants,,"10,000",,CH0553329118
16685,CS-CICC@EC2101A,Derivative Warrants,,"4,000",,CH0553329134
16686,MS-NTES@EP2101A,Derivative Warrants,,"5,000",,
16687,MS-NTES@EC2102B,Derivative Warrants,,"5,000",,
16689,BPTENCT@EC2102D,Derivative Warrants,,"10,000",,NL0015437401
16691,MS-PAHT@EC2010A,Derivative Warrants,,"5,000",,
16694,MSPINAN@EC2010B,Derivative Warrants,,"5,000",,
16695,MSALIBA@EC2012B,Derivative Warrants,,"5,000",,
16697,MS-CCB @EC2012B,Derivative Warrants,,"1,000",,
16699,MS-CMOB@EC2012C,Derivative Warrants,,"5,000",,
16700,MB-PWRA@EC2107A,Derivative Warrants,,"5,000",,
16701,MB-SZIH@EC2102A,Derivative Warrants,,"2,500",,
16703,MBHEGAN@EC2102A,Derivative Warrants,,"5,000",,
16705,MB-GAC @EC2108A,Derivative Warrants,,"10,000",,
16707,MB-HKEX@EP2104A,Derivative Warrants,,"10,000",,
16709,MBXIAMI@EP2103A,Derivative Warrants,,"1,000",,
16710,MB-BRIC@EC2104A,Derivative Warrants,,"10,000",,
16713,MBTENCT@EC2101I,Derivative Warrants,,"10,000",,
16714,MBTENCT@EC2102C,Derivative Warrants,,"10,000",,
16715,MB-HTSC@EC2106B,Derivative Warrants,,"2,000",,
16718,MBXIAMI@EC2104C,Derivative Warrants,,"1,000",,
16719,BP-HKEX@EC2012A,Derivative Warrants,,"10,000",,NL0013268782
16725,MBMTUAN@EC2102C,Derivative Warrants,,"5,000",,
16730,MB-BYD @EC2202A,Derivative Warrants,,"25,000",,
16733,MBSUNAC@EC2102A,Derivative Warrants,,"10,000",,
16737,HS-HSI @EC2012D,Derivative Warrants,,"10,000",,HK0000629664
16738,HS-HSI @EP2103A,Derivative Warrants,,"10,000",,HK0000629672
16747,HS-HSI @EC2106A,Derivative Warrants,,"10,000",,HK0000629680
16748,HSAMCS3@EC2101A,Derivative Warrants,,"2,000",,HK0000629698
16749,HS-HSI @EP2011D,Derivative Warrants,,"10,000",,HK0000629706
16753,HSXIAMI@EC2102A,Derivative Warrants,,"2,000",,HK0000629714
16756,HS-AAC @EC2104C,Derivative Warrants,,"25,000",,HK0000629722
16757,MBCSA50@EC2104A,Derivative Warrants,,"1,000",,
16761,BITENCT@EP2208A,Derivative Warrants,,"50,000",,HK0000629730
16764,HSFTA50@EC2102A,Derivative Warrants,,500,,HK0000629748
16766,HSCSA50@EC2102A,Derivative Warrants,,"1,000",,HK0000629755
16767,HSCSA50@EC2011A,Derivative Warrants,,"2,000",,HK0000467958
16768,MBPINAN@EC2201A,Derivative Warrants,,"25,000",,
16769,HSALIBA@EC2105A,Derivative Warrants,,"10,000",,HK0000629763
16771,HSMTUAN@EC2104C,Derivative Warrants,,"10,000",,HK0000629789
16772,UB-SMIC@EC2101D,Derivative Warrants,,"5,000",,CH0558269731
16773,UB-SUNY@EC2101A,Derivative Warrants,,"5,000",,CH0558269830
16774,UB-HSI @EP2103A,Derivative Warrants,,"10,000",,CH0558275746
16775,UB-BYD @EC2104B,Derivative Warrants,,"2,500",,CH0558269764
16778,UBALIBA@EC2012C,Derivative Warrants,,"5,000",,CH0558275613
16784,MBCEAIR@EC2011A,Derivative Warrants,,"10,000",,
16788,UBALIBA@EP2012C,Derivative Warrants,,"10,000",,CH0558275696
16789,UBXIAMI@EP2102A,Derivative Warrants,,"2,000",,CH0558269798
16794,MB-AAC @EC2110B,Derivative Warrants,,"25,000",,
16798,JPTENCT@EP2204A,Derivative Warrants,,"50,000",,NL0015113887
16799,JPKINGD@EC2101A,Derivative Warrants,,"1,000",,NL0015031394
16801,JP-CSPC@EC2106A,Derivative Warrants,,"2,000",,NL0015031402
16802,JP-MNIU@EC2102A,Derivative Warrants,,"1,000",,NL0015031410
16804,MSCLIFE@EC2012E,Derivative Warrants,,"10,000",,
16805,JP-NTES@EC2103A,Derivative Warrants,,"5,000",,NL0015031428
16806,JP-AIA @EC2101B,Derivative Warrants,,"2,000",,NL0015031436
16808,JP-AIA @EP2101A,Derivative Warrants,,"2,000",,NL0015031444
16809,JPKSOFT@EC2101B,Derivative Warrants,,"10,000",,NL0015031451
16810,JP-CCB @EC2101A,Derivative Warrants,,"1,000",,NL0015031469
16811,JP-BOCL@EC2104A,Derivative Warrants,,"1,000",,NL0015031477
16813,JPSDGLD@EC2102A,Derivative Warrants,,"2,500",,NL0015031485
16816,JP-HTSC@EC2011A,Derivative Warrants,,"2,000",,NL0013997505
16818,JPSPDRG@EC2110A,Derivative Warrants,,"2,500",,NL0015113788
16820,JPTENCT@EC2101D,Derivative Warrants,,"10,000",,NL0015113796
16822,JPTENCT@EC2102C,Derivative Warrants,,"10,000",,NL0015113804
16823,JPTENCT@EP2101B,Derivative Warrants,,"10,000",,NL0015113812
16825,JP-HTSE@EC2012A,Derivative Warrants,,"2,000",,NL0013997513
16827,JP-HKEX@EC2103B,Derivative Warrants,,"10,000",,NL0015113820
16833,JPALIBA@EC2101B,Derivative Warrants,,"5,000",,NL0015113838
16834,JPALIBA@EC2101C,Derivative Warrants,,"5,000",,NL0015113846
16835,JPXIAMI@EC2102C,Derivative Warrants,,"1,000",,NL0015113879
16836,JPGFSEC@EC2011A,Derivative Warrants,,"1,000",,NL0013997521
16839,BIXIAMI@EC2101A,Derivative Warrants,,"1,000",,HK0000629797
16840,BIPINAN@EC2101A,Derivative Warrants,,"5,000",,HK0000629805
16843,JPJDCOM@EC2012I,Derivative Warrants,,"2,500",,NL0015113853
16844,VTMTUAN@EP2102A,Derivative Warrants,,"10,000",,CH0553400497
16851,VTTENCT@EP2102A,Derivative Warrants,,"10,000",,CH0553400489
16852,BITENCT@EC2209A,Derivative Warrants,,"50,000",,HK0000629813
16853,CS-SMIC@EP2106A,Derivative Warrants,,"2,500",,CH0553329472
16854,CS-ICBC@EC2103A,Derivative Warrants,,"1,000",,CH0553329480
16856,CSALIBA@EP2012C,Derivative Warrants,,"10,000",,CH0553329498
16858,CS-GEG @EC2010A,Derivative Warrants,,"5,000",,CH0467496284
16859,CS-NTES@EP2101A,Derivative Warrants,,"5,000",,CH0553329506
16860,CSPINAN@EC2101B,Derivative Warrants,,"5,000",,CH0553329514
16866,CSTENCT@EC2101H,Derivative Warrants,,"10,000",,CH0553329522
16867,CSMTUAN@EC2101C,Derivative Warrants,,"10,000",,CH0553329530
16868,CS-CPIC@EC2101A,Derivative Warrants,,"2,000",,CH0553329548
16871,CS-NCI @EC2101A,Derivative Warrants,,"1,000",,CH0553329555
16873,CSPICCG@EC2101A,Derivative Warrants,,"1,000",,CH0553329563
16874,CSCITSE@EC2101A,Derivative Warrants,,"5,000",,CH0553329571
16875,CS-SUNY@EC2104A,Derivative Warrants,,"10,000",,CH0553329589
16879,SGALIBA@EC2012C,Derivative Warrants,,"5,000",,
16881,SGALIBA@EP2101A,Derivative Warrants,,"10,000",,
16883,GS-HKEX@EC2012A,Derivative Warrants,,"10,000",,
16885,SGALIHI@EC2012B,Derivative Warrants,,"20,000",,
16887,SGMTUAN@EP2101A,Derivative Warrants,,"10,000",,
16889,SGXIAMI@EP2101B,Derivative Warrants,,"2,000",,
16891,SGCLIFE@EC2105A,Derivative Warrants,,"10,000",,
16896,SGMTUAN@EC2101A,Derivative Warrants,,"10,000",,
16898,SGMTUAN@EC2101B,Derivative Warrants,,"5,000",,
16899,JP-HKEX@EC2012B,Derivative Warrants,,"10,000",,NL0013997596
16900,MS-GEG @EC2010A,Derivative Warrants,,"5,000",,
16902,SGXIAMI@EC2101B,Derivative Warrants,,"1,000",,
16904,HTMTUAN@EC2101A,Derivative Warrants,,"5,000",,HK0000629821
16905,HTXIAMI@EC2101A,Derivative Warrants,,"1,000",,HK0000629839
16906,MS-GEG @EC2012A,Derivative Warrants,,"5,000",,
16907,HTKSOFT@EC2101B,Derivative Warrants,,"10,000",,HK0000629847
16912,HTCITSE@EC2102A,Derivative Warrants,,"5,000",,HK0000629854
16913,HTCITSE@EC2101A,Derivative Warrants,,"2,500",,HK0000629862
16914,HT-CSC @EC2101B,Derivative Warrants,,"2,500",,HK0000629870
16915,HT-MNIU@EC2101A,Derivative Warrants,,"1,000",,HK0000629888
16916,HT-CGSH@EC2101A,Derivative Warrants,,"1,000",,HK0000629896
16917,HT-CGS @EC2103A,Derivative Warrants,,"2,500",,HK0000629904
16920,CTTENCT@EC2103A,Derivative Warrants,,"10,000",,DE000KA9SK84
16921,CTALIBA@EC2012B,Derivative Warrants,,"5,000",,DE000KA9SK92
16924,CTXIAMI@EC2101A,Derivative Warrants,,"1,000",,DE000KA9SLA5
16925,CTTENCT@EC2012C,Derivative Warrants,,"10,000",,DE000KA9SLB3
16926,MS-AAC @EC2105A,Derivative Warrants,,"5,000",,
16930,CTXIAMI@EC2102B,Derivative Warrants,,"2,000",,DE000KA9SLC1
16931,GSPINAN@EC2101B,Derivative Warrants,,"5,000",,
16932,GS-HKEX@EC2101D,Derivative Warrants,,"10,000",,
16933,GSMTUAN@EC2101C,Derivative Warrants,,"5,000",,
16934,GSXIAMI@EC2101A,Derivative Warrants,,"1,000",,
16935,GSALIBA@EC2012D,Derivative Warrants,,"5,000",,
16936,HSMTUAN@EP2012F,Derivative Warrants,,"10,000",,HK0000630456
16937,HS-HKEX@EP2012E,Derivative Warrants,,"10,000",,HK0000630464
16941,MS-WHG @EP2012A,Derivative Warrants,,"2,500",,
16942,HSXIAMI@EP2102A,Derivative Warrants,,"2,000",,HK0000630472
16948,BIALIBA@EP2101A,Derivative Warrants,,"10,000",,HK0000630480
16953,GJALIBA@EC2101A,Derivative Warrants,,"5,000",,HK0000630498
16955,GJ-NTES@EC2102B,Derivative Warrants,,"5,000",,HK0000630506
16956,EAPINAN@EC2102A,Derivative Warrants,,"5,000",,HK0000630514
16958,EAPINAN@EP2102A,Derivative Warrants,,"5,000",,HK0000630522
16959,EATENCT@EC2102B,Derivative Warrants,,"10,000",,HK0000630530
16960,EA-SMIC@EC2107A,Derivative Warrants,,"25,000",,HK0000630548
16961,EA-AIA @EC2102A,Derivative Warrants,,"2,000",,HK0000630555
16963,EAALIBA@EC2103A,Derivative Warrants,,"10,000",,HK0000630563
16966,EAMTUAN@EC2106A,Derivative Warrants,,"10,000",,HK0000630571
16967,MBZCRRC@EC2102A,Derivative Warrants,,"1,000",,
16968,MBTENCT@EP2101E,Derivative Warrants,,"10,000",,
16973,MB-XYS @EC2106A,Derivative Warrants,,"10,000",,
16974,MBTENCT@EC2102D,Derivative Warrants,,"5,000",,
16977,UBALIBA@EP2101A,Derivative Warrants,,"10,000",,CH0558291677
16978,HS-HKEX@EP2011A,Derivative Warrants,,"10,000",,HK0000559101
16979,HSHSCEI@EC2010A,Derivative Warrants,,"10,000",,HK0000559119
16982,UBTENCT@EP2101B,Derivative Warrants,,"10,000",,CH0558291495
16988,MSCSA50@EC2104A,Derivative Warrants,,"2,000",,
16996,UBPINAN@EP2101A,Derivative Warrants,,"5,000",,CH0558291552
17002,UBMTUAN@EP2101B,Derivative Warrants,,"10,000",,CH0558291768
17005,UB-SMIC@EC2106A,Derivative Warrants,,"2,500",,CH0558291537
17007,UBTENCT@EP2212A,Derivative Warrants,,"50,000",,CH0558291503
17010,BI-AIA @EC2101B,Derivative Warrants,,"2,000",,HK0000630589
17011,BIALIBA@EC2101B,Derivative Warrants,,"5,000",,HK0000630597
17012,MB-CPIC@EC2106A,Derivative Warrants,,"2,000",,
17013,BIALIBA@EP2101B,Derivative Warrants,,"10,000",,HK0000630605
17015,BICLIFE@EC2012C,Derivative Warrants,,"10,000",,HK0000630613
17026,CTMTUAN@EC2101A,Derivative Warrants,,"5,000",,DE000KA9SLD9
17027,CTJDCOM@EC2012E,Derivative Warrants,,"2,500",,DE000KA9SLH0
17028,CTMTUAN@EC2012H,Derivative Warrants,,"5,000",,DE000KA9SLE7
17029,CTALIBA@EC2012C,Derivative Warrants,,"5,000",,DE000KA9SLF4
17039,CTALIBA@EC2101A,Derivative Warrants,,"5,000",,DE000KA9SLG2
17042,UBXIAMI@EC2101C,Derivative Warrants,,"1,000",,CH0558291545
17045,UBMTUAN@EC2101D,Derivative Warrants,,"5,000",,CH0558291586
17046,UB-NTES@EC2101A,Derivative Warrants,,"5,000",,CH0558291529
17052,UBALIBA@EC2101B,Derivative Warrants,,"10,000",,CH0558291644
17053,JPALIBA@EP2101A,Derivative Warrants,,"10,000",,NL0015113952
17055,JPXIAMI@EP2102A,Derivative Warrants,,"2,000",,NL0015113978
17056,JP-NTES@EC2102B,Derivative Warrants,,"5,000",,NL0015113986
17059,JP-NTES@EP2101B,Derivative Warrants,,"5,000",,NL0015113994
17062,JPALIBA@EC2101D,Derivative Warrants,,"5,000",,NL0015114000
17064,JPTENCT@EC2101E,Derivative Warrants,,"10,000",,NL0015114018
17065,JPTENCT@EC2012F,Derivative Warrants,,"10,000",,NL0015114026
17067,JPPINAN@EC2101B,Derivative Warrants,,"5,000",,NL0015114042
17069,JP-HKEX@EP2101C,Derivative Warrants,,"10,000",,NL0015114034
17070,CS-HKEX@EP2011A,Derivative Warrants,,"10,000",,CH0511509629
17071,CSPINAN@EC2203A,Derivative Warrants,,"25,000",,CH0511509637
17072,JPMTUAN@EC2103C,Derivative Warrants,,"10,000",,NL0015114059
17079,JPMTUAN@EC2012H,Derivative Warrants,,"5,000",,NL0015114067
17080,JPMTUAN@EP2102A,Derivative Warrants,,"10,000",,NL0015114075
17081,JPXIAMI@EC2103A,Derivative Warrants,,"1,000",,NL0015114091
17084,JPJDCOM@EC2101A,Derivative Warrants,,"2,500",,NL0015114083
17085,HTXIAMI@EP2103B,Derivative Warrants,,"2,000",,HK0000630621
17091,HTBYDEI@EC2101A,Derivative Warrants,,"5,000",,HK0000630639
17093,HTALIBA@EC2101A,Derivative Warrants,,"5,000",,HK0000630647
17095,HT-AAC @EC2104A,Derivative Warrants,,"25,000",,HK0000630654
17097,HT-HSI @EP2010C,Derivative Warrants,,"10,000",,HK0000630662
17098,VTALIBA@EP2102A,Derivative Warrants,,"10,000",,CH0553400547
17105,VTALIBA@EC2101B,Derivative Warrants,,"5,000",,CH0553401669
17108,BIXIAMI@EC2101B,Derivative Warrants,,"1,000",,HK0000630670
17112,BI-NTES@EC2104A,Derivative Warrants,,"10,000",,HK0000630688
17115,CSALIBA@EP2101A,Derivative Warrants,,"10,000",,CH0553329837
17119,CSMTUAN@EP2101C,Derivative Warrants,,"10,000",,CH0553329845
17122,CSTENCT@EP2101B,Derivative Warrants,,"10,000",,CH0553329852
17124,CSBYDEI@EC2101A,Derivative Warrants,,"5,000",,CH0553329860
17125,VTCNOOC@EC2011A,Derivative Warrants,,"5,000",,CH0510627224
17126,CS-MNIU@EC2101A,Derivative Warrants,,"10,000",,CH0553329878
17130,CSKINGD@EC2101A,Derivative Warrants,,"10,000",,CH0553329894
17132,CS-HKEX@EC2101D,Derivative Warrants,,"10,000",,CH0553329902
17136,CSTENCT@EC2101I,Derivative Warrants,,"10,000",,CH0553329910
17137,CSXIAMI@EC2101B,Derivative Warrants,,"2,000",,CH0553329928
17138,CSXIAMI@EC2103B,Derivative Warrants,,"2,000",,CH0553329936
17141,CSMTUAN@EC2101D,Derivative Warrants,,"5,000",,CH0553329944
17144,CSALIBA@EC2101B,Derivative Warrants,,"5,000",,CH0553329951
17145,CSJDCOM@EC2101A,Derivative Warrants,,"5,000",,CH0553329969
17148,CS-NTES@EC2101A,Derivative Warrants,,"5,000",,CH0553329977
17149,CSALIBA@EC2101C,Derivative Warrants,,"10,000",,CH0553329985
17150,CS-SMIC@EC2210A,Derivative Warrants,,"5,000",,CH0553329886
17151,SG-NTES@EP2103A,Derivative Warrants,,"10,000",,
17152,SGALIBA@EP2101B,Derivative Warrants,,"10,000",,
17154,SGJDCOM@EC2101A,Derivative Warrants,,"5,000",,
17155,SG-NTES@EC2101B,Derivative Warrants,,"5,000",,
17156,SGTENCT@EP2101B,Derivative Warrants,,"10,000",,
17159,SGALIBA@EC2101A,Derivative Warrants,,"5,000",,
17162,SGALIBA@EC2101B,Derivative Warrants,,"10,000",,
17163,SG-NTES@EC2101C,Derivative Warrants,,"10,000",,
17164,SGAMCS3@EC2101B,Derivative Warrants,,"2,000",,
17168,SGCSA50@EC2101A,Derivative Warrants,,200,,
17169,SGFTA50@EC2101A,Derivative Warrants,,100,,
17170,GS-HSI @EP2010C,Derivative Warrants,,"10,000",,
17172,GSTENCT@EC2101E,Derivative Warrants,,"10,000",,
17173,GS-HKEX@EP2012C,Derivative Warrants,,"10,000",,
17177,GSMTUAN@EP2101A,Derivative Warrants,,"5,000",,
17183,GS-NTES@EC2101A,Derivative Warrants,,"5,000",,
17188,HSJDCOM@EC2101A,Derivative Warrants,,"5,000",,HK0000631090
17189,HSALIBA@EC2101B,Derivative Warrants,,"10,000",,HK0000631108
17193,HS-PICC@EC2107A,Derivative Warrants,,"10,000",,HK0000631116
17200,HS-BOCL@EC2107A,Derivative Warrants,,"1,000",,HK0000631124
17201,GS-HSI @EC2010C,Derivative Warrants,,"10,000",,
17202,GS-CTWR@EC2012A,Derivative Warrants,,"2,000",,
17205,GS-AIA @EC2112A,Derivative Warrants,,"10,000",,
17206,MBTBREW@EC2207A,Derivative Warrants,,"100,000",,
17207,CSXIAMI@EC2010A,Derivative Warrants,,"1,000",,CH0511509728
17209,MBLENOV@EC2103A,Derivative Warrants,,"2,000",,
17211,MB-NCI @EC2102A,Derivative Warrants,,"1,000",,
17212,JP-HSI @EC2101A,Derivative Warrants,,"10,000",,NL0015114133
17214,JP-HSI @EC2101B,Derivative Warrants,,"10,000",,NL0015114141
17215,JPHSCEI@EC2102A,Derivative Warrants,,"10,000",,NL0015114125
17217,UBALIBA@EC2101C,Derivative Warrants,,"5,000",,CH0558293111
17218,CS-HSI @EC2011D,Derivative Warrants,,"10,000",,CH0553330306
17221,CS-HSI @EC2106A,Derivative Warrants,,"10,000",,CH0553330314
17222,MB-HSBC@EC2103A,Derivative Warrants,,"4,000",,
17225,HTTENCT@EP2101B,Derivative Warrants,,"10,000",,HK0000631132
17228,HTALIBA@EP2101A,Derivative Warrants,,"10,000",,HK0000631140
17229,HT-HKEX@EP2012B,Derivative Warrants,,"10,000",,HK0000631157
17232,VTPINAN@EC2101A,Derivative Warrants,,"5,000",,CH0553402204
17233,VT-BOCL@EC2101A,Derivative Warrants,,"1,000",,CH0553402246
17234,VT-CMOB@EC2101A,Derivative Warrants,,"5,000",,CH0553402220
17242,VTSANDS@EC2101A,Derivative Warrants,,"4,000",,CH0553402196
17245,VTLENOV@EC2103A,Derivative Warrants,,"2,000",,CH0553402238
17248,VT-SMIC@EC2104A,Derivative Warrants,,"2,500",,CH0553402212
17254,VTJDCOM@EC2101A,Derivative Warrants,,"5,000",,CH0553402188
17256,VTJDCOM@EC2103A,Derivative Warrants,,"5,000",,CH0553402170
17259,SGPINAN@EC2112A,Derivative Warrants,,"25,000",,
17263,SGTENCT@EC2104B,Derivative Warrants,,"10,000",,
17264,MBCLIFE@EC2104A,Derivative Warrants,,"10,000",,
17265,SGXIAMI@EC2107A,Derivative Warrants,,"2,000",,
17269,MBPETCH@EC2012A,Derivative Warrants,,"2,000",,
17270,CTXIAMI@EP2103A,Derivative Warrants,,"2,000",,DE000KA9SLJ6
17271,CTTENCT@EP2101A,Derivative Warrants,,"10,000",,DE000KA9SLK4
17273,MB-CTEL@EC2012A,Derivative Warrants,,"2,000",,
17278,CTALIBA@EP2101A,Derivative Warrants,,"10,000",,DE000KA9SLL2
17282,CTMTUAN@EP2101A,Derivative Warrants,,"10,000",,DE000KA9SLM0
17287,CT-HKEX@EP2101B,Derivative Warrants,,"10,000",,DE000KA9SLN8
17288,GSGEELY@EC2101A,Derivative Warrants,,"10,000",,
17291,GSXIAMI@EC2101B,Derivative Warrants,,"1,000",,
17292,EAXIAMI@EC2102A,Derivative Warrants,,"1,000",,HK0000631314
17293,EAXIAMI@EP2104A,Derivative Warrants,,"1,000",,HK0000631322
17294,MSALIBA@EP2101A,Derivative Warrants,,"10,000",,
17303,MSALIBA@EC2101C,Derivative Warrants,,"10,000",,
17305,MSALIBA@EP2101B,Derivative Warrants,,"10,000",,
17310,MSALIBA@EC2102B,Derivative Warrants,,"10,000",,
17313,MBCITBK@EC2012A,Derivative Warrants,,"1,000",,
17314,MS-NTES@EC2101C,Derivative Warrants,,"5,000",,
17317,MSZIJIN@EC2101A,Derivative Warrants,,"2,000",,
17322,MS-SUNY@EC2101A,Derivative Warrants,,"5,000",,
17329,MS-SUNY@EC2012A,Derivative Warrants,,"10,000",,
17330,MS-HTSE@EC2101A,Derivative Warrants,,"2,000",,
17331,UB-HSBK@EP2010A,Derivative Warrants,,"5,000",,CH0515826185
17333,MS-HKEX@EC2101H,Derivative Warrants,,"10,000",,
17335,MS-CCSC@EC2104A,Derivative Warrants,,"10,000",,
17340,MS-AAC @EC2107A,Derivative Warrants,,"25,000",,
